Product_Code,W0,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,W51,MIN,MAX,Normalized 0,Normalized 1,Normalized 2,Normalized 3,Normalized 4,Normalized 5,Normalized 6,Normalized 7,Normalized 8,Normalized 9,Normalized 10,Normalized 11,Normalized 12,Normalized 13,Normalized 14,Normalized 15,Normalized 16,Normalized 17,Normalized 18,Normalized 19,Normalized 20,Normalized 21,Normalized 22,Normalized 23,Normalized 24,Normalized 25,Normalized 26,Normalized 27,Normalized 28,Normalized 29,Normalized 30,Normalized 31,Normalized 32,Normalized 33,Normalized 34,Normalized 35,Normalized 36,Normalized 37,Normalized 38,Normalized 39,Normalized 40,Normalized 41,Normalized 42,Normalized 43,Normalized 44,Normalized 45,Normalized 46,Normalized 47,Normalized 48,Normalized 49,Normalized 50,Normalized 51
P41,35,27,26,43,44,38,40,38,47,48,32,37,35,36,50,41,50,50,37,41,37,49,27,44,26,28,23,22,26,22,27,36,25,36,40,37,29,22,34,32,40,40,32,31,34,32,37,44,40,25,19,27,19,50,0.52,0.26,0.23,0.77,0.81,0.61,0.68,0.61,0.90,0.94,0.42,0.58,0.52,0.55,1.00,0.71,1.00,1.00,0.58,0.71,0.58,0.97,0.26,0.81,0.23,0.29,0.13,0.10,0.23,0.10,0.26,0.55,0.19,0.55,0.68,0.58,0.32,0.10,0.48,0.42,0.68,0.68,0.42,0.39,0.48,0.42,0.58,0.81,0.68,0.19,0.00,0.26
P42,42,27,40,27,32,42,31,37,22,38,33,39,37,45,48,31,45,35,31,48,31,41,29,40,36,25,26,22,26,37,28,27,31,28,39,24,25,29,24,25,25,34,41,27,39,30,41,28,22,29,15,16,15,48,0.82,0.36,0.76,0.36,0.52,0.82,0.48,0.67,0.21,0.70,0.55,0.73,0.67,0.91,1.00,0.48,0.91,0.61,0.48,1.00,0.48,0.79,0.42,0.76,0.64,0.30,0.33,0.21,0.33,0.67,0.39,0.36,0.48,0.39,0.73,0.27,0.30,0.42,0.27,0.30,0.30,0.58,0.79,0.36,0.73,0.45,0.79,0.39,0.21,0.42,0.00,0.03
P43,28,43,40,43,54,33,39,30,38,38,56,34,37,32,44,47,45,51,33,48,61,40,44,41,40,32,26,29,36,28,22,34,21,32,20,30,37,34,28,26,41,44,43,39,34,33,41,43,35,30,29,27,20,61,0.20,0.56,0.49,0.56,0.83,0.32,0.46,0.24,0.44,0.44,0.88,0.34,0.41,0.29,0.59,0.66,0.61,0.76,0.32,0.68,1.00,0.49,0.59,0.51,0.49,0.29,0.15,0.22,0.39,0.20,0.05,0.34,0.02,0.29,0.00,0.24,0.41,0.34,0.20,0.15,0.51,0.59,0.56,0.46,0.34,0.32,0.51,0.56,0.37,0.24,0.22,0.17
P44,34,27,28,36,50,28,31,33,34,27,29,33,30,45,35,42,45,37,39,32,40,38,41,40,31,24,31,26,27,23,33,31,33,33,26,19,37,38,38,37,19,33,33,45,29,28,27,32,33,27,29,16,16,50,0.53,0.32,0.35,0.59,1.00,0.35,0.44,0.50,0.53,0.32,0.38,0.50,0.41,0.85,0.56,0.76,0.85,0.62,0.68,0.47,0.71,0.65,0.74,0.71,0.44,0.24,0.44,0.29,0.32,0.21,0.50,0.44,0.50,0.50,0.29,0.09,0.62,0.65,0.65,0.62,0.09,0.50,0.50,0.85,0.38,0.35,0.32,0.47,0.50,0.32,0.38,0.00
P45,40,29,39,34,37,23,33,26,34,41,33,29,54,37,37,27,33,39,32,40,46,32,38,26,28,24,27,29,16,36,29,27,28,30,29,33,49,22,37,25,28,21,38,21,18,32,41,38,30,28,28,20,16,54,0.63,0.34,0.61,0.47,0.55,0.18,0.45,0.26,0.47,0.66,0.45,0.34,1.00,0.55,0.55,0.29,0.45,0.61,0.42,0.63,0.79,0.42,0.58,0.26,0.32,0.21,0.29,0.34,0.00,0.53,0.34,0.29,0.32,0.37,0.34,0.45,0.87,0.16,0.55,0.24,0.32,0.13,0.58,0.13,0.05,0.42,0.66,0.58,0.37,0.32,0.32,0.11
P46,27,46,31,38,40,40,53,43,45,32,37,32,38,39,28,43,50,39,44,33,35,33,38,26,28,24,21,26,24,33,28,24,24,29,23,30,38,29,23,30,41,30,33,46,30,29,31,32,21,34,31,14,14,53,0.33,0.82,0.44,0.62,0.67,0.67,1.00,0.74,0.79,0.46,0.59,0.46,0.62,0.64,0.36,0.74,0.92,0.64,0.77,0.49,0.54,0.49,0.62,0.31,0.36,0.26,0.18,0.31,0.26,0.49,0.36,0.26,0.26,0.38,0.23,0.41,0.62,0.38,0.23,0.41,0.69,0.41,0.49,0.82,0.41,0.38,0.44,0.46,0.18,0.51,0.44,0.00
P47,40,42,27,28,33,29,33,58,37,34,37,19,41,37,47,36,30,40,46,26,31,39,51,43,41,20,24,20,39,30,34,24,25,32,28,23,32,26,41,29,33,30,38,39,33,27,33,33,36,30,34,20,19,58,0.54,0.59,0.21,0.23,0.36,0.26,0.36,1.00,0.46,0.38,0.46,0.00,0.56,0.46,0.72,0.44,0.28,0.54,0.69,0.18,0.31,0.51,0.82,0.62,0.56,0.03,0.13,0.03,0.51,0.28,0.38,0.13,0.15,0.33,0.23,0.10,0.33,0.18,0.56,0.26,0.36,0.28,0.49,0.51,0.36,0.21,0.36,0.36,0.44,0.28,0.38,0.03
P48,29,51,40,33,43,28,29,41,35,45,43,41,30,32,51,50,45,34,37,40,34,35,39,52,27,19,43,31,19,28,30,30,32,38,33,30,28,17,34,38,31,36,36,22,38,34,33,44,23,31,35,27,17,52,0.34,0.97,0.66,0.46,0.74,0.31,0.34,0.69,0.51,0.80,0.74,0.69,0.37,0.43,0.97,0.94,0.80,0.49,0.57,0.66,0.49,0.51,0.63,1.00,0.29,0.06,0.74,0.40,0.06,0.31,0.37,0.37,0.43,0.60,0.46,0.37,0.31,0.00,0.49,0.60,0.40,0.54,0.54,0.14,0.60,0.49,0.46,0.77,0.17,0.40,0.51,0.29
P49,37,28,42,38,37,35,42,36,30,48,28,39,32,44,36,41,35,39,39,48,32,39,35,39,31,35,31,26,29,36,37,27,26,26,33,39,42,28,21,37,32,36,25,49,36,27,33,41,37,22,33,23,21,49,0.57,0.25,0.75,0.61,0.57,0.50,0.75,0.54,0.32,0.96,0.25,0.64,0.39,0.82,0.54,0.71,0.50,0.64,0.64,0.96,0.39,0.64,0.50,0.64,0.36,0.50,0.36,0.18,0.29,0.54,0.57,0.21,0.18,0.18,0.43,0.64,0.75,0.25,0.00,0.57,0.39,0.54,0.14,1.00,0.54,0.21,0.43,0.71,0.57,0.04,0.43,0.07
P50,12,3,15,8,12,7,9,10,12,8,13,11,9,9,11,7,12,13,11,10,5,7,6,6,8,5,7,6,12,4,9,10,10,5,7,4,7,10,8,9,6,17,6,12,12,10,10,8,5,8,9,9,3,17,0.64,0.00,0.86,0.36,0.64,0.29,0.43,0.50,0.64,0.36,0.71,0.57,0.43,0.43,0.57,0.29,0.64,0.71,0.57,0.50,0.14,0.29,0.21,0.21,0.36,0.14,0.29,0.21,0.64,0.07,0.43,0.50,0.50,0.14,0.29,0.07,0.29,0.50,0.36,0.43,0.21,1.00,0.21,0.64,0.64,0.50,0.50,0.36,0.14,0.36,0.43,0.43
P51,19,14,17,27,14,18,18,18,14,18,19,17,28,25,21,16,24,26,14,18,20,25,20,21,17,7,21,19,20,14,20,19,16,12,16,20,25,15,18,18,16,15,19,9,27,14,17,12,16,13,19,7,7,28,0.57,0.33,0.48,0.95,0.33,0.52,0.52,0.52,0.33,0.52,0.57,0.48,1.00,0.86,0.67,0.43,0.81,0.90,0.33,0.52,0.62,0.86,0.62,0.67,0.48,0.00,0.67,0.57,0.62,0.33,0.62,0.57,0.43,0.24,0.43,0.62,0.86,0.38,0.52,0.52,0.43,0.38,0.57,0.10,0.95,0.33,0.48,0.24,0.43,0.29,0.57,0.00
P52,40,44,37,48,28,40,35,32,41,36,44,39,31,32,43,39,46,36,31,43,34,31,33,34,32,41,26,19,25,28,22,29,21,23,21,38,33,26,19,28,34,32,35,41,29,34,36,33,30,40,23,20,19,48,0.72,0.86,0.62,1.00,0.31,0.72,0.55,0.45,0.76,0.59,0.86,0.69,0.41,0.45,0.83,0.69,0.93,0.59,0.41,0.83,0.52,0.41,0.48,0.52,0.45,0.76,0.24,0.00,0.21,0.31,0.10,0.34,0.07,0.14,0.07,0.66,0.48,0.24,0.00,0.31,0.52,0.45,0.55,0.76,0.34,0.52,0.59,0.48,0.38,0.72,0.14,0.03
P53,2,5,6,8,3,1,9,6,2,5,5,4,2,3,7,7,9,3,10,2,7,6,6,4,5,5,4,1,3,5,5,2,3,3,6,2,4,4,2,7,3,1,3,0,4,6,7,7,3,5,3,9,0,10,0.20,0.50,0.60,0.80,0.30,0.10,0.90,0.60,0.20,0.50,0.50,0.40,0.20,0.30,0.70,0.70,0.90,0.30,1.00,0.20,0.70,0.60,0.60,0.40,0.50,0.50,0.40,0.10,0.30,0.50,0.50,0.20,0.30,0.30,0.60,0.20,0.40,0.40,0.20,0.70,0.30,0.10,0.30,0.00,0.40,0.60,0.70,0.70,0.30,0.50,0.30,0.90
P54,41,42,37,40,29,52,43,40,41,38,33,52,37,43,47,33,34,45,25,32,36,44,45,30,42,23,27,38,32,40,29,36,28,21,30,26,27,41,31,26,38,29,29,34,42,38,45,38,40,30,35,26,21,52,0.65,0.68,0.52,0.61,0.26,1.00,0.71,0.61,0.65,0.55,0.39,1.00,0.52,0.71,0.84,0.39,0.42,0.77,0.13,0.35,0.48,0.74,0.77,0.29,0.68,0.06,0.19,0.55,0.35,0.61,0.26,0.48,0.23,0.00,0.29,0.16,0.19,0.65,0.32,0.16,0.55,0.26,0.26,0.42,0.68,0.55,0.77,0.55,0.61,0.29,0.45,0.16
P55,34,30,42,42,29,24,36,42,42,29,42,47,26,30,32,37,40,30,37,33,40,36,22,31,39,24,26,24,27,24,25,43,29,27,34,21,33,30,34,22,22,25,32,32,25,36,36,23,28,43,20,25,20,47,0.52,0.37,0.81,0.81,0.33,0.15,0.59,0.81,0.81,0.33,0.81,1.00,0.22,0.37,0.44,0.63,0.74,0.37,0.63,0.48,0.74,0.59,0.07,0.41,0.70,0.15,0.22,0.15,0.26,0.15,0.19,0.85,0.33,0.26,0.52,0.04,0.48,0.37,0.52,0.07,0.07,0.19,0.44,0.44,0.19,0.59,0.59,0.11,0.30,0.85,0.00,0.19
P56,31,28,41,36,45,25,42,47,36,42,42,37,45,38,40,31,34,28,27,35,40,41,32,31,35,28,19,25,28,21,32,36,29,32,31,20,25,21,38,29,32,32,27,36,31,29,36,26,43,32,35,19,19,47,0.43,0.32,0.79,0.61,0.93,0.21,0.82,1.00,0.61,0.82,0.82,0.64,0.93,0.68,0.75,0.43,0.54,0.32,0.29,0.57,0.75,0.79,0.46,0.43,0.57,0.32,0.00,0.21,0.32,0.07,0.46,0.61,0.36,0.46,0.43,0.04,0.21,0.07,0.68,0.36,0.46,0.46,0.29,0.61,0.43,0.36,0.61,0.25,0.86,0.46,0.57,0.00
P57,38,26,37,43,51,39,42,27,36,45,27,39,37,41,28,45,39,34,40,45,39,35,35,45,32,17,23,28,38,26,36,35,24,24,32,34,30,30,17,27,36,35,33,29,37,20,38,38,32,14,26,20,14,51,0.65,0.32,0.62,0.78,1.00,0.68,0.76,0.35,0.59,0.84,0.35,0.68,0.62,0.73,0.38,0.84,0.68,0.54,0.70,0.84,0.68,0.57,0.57,0.84,0.49,0.08,0.24,0.38,0.65,0.32,0.59,0.57,0.27,0.27,0.49,0.54,0.43,0.43,0.08,0.35,0.59,0.57,0.51,0.41,0.62,0.16,0.65,0.65,0.49,0.00,0.32,0.16
P58,32,34,38,41,24,29,34,47,41,42,28,35,26,32,36,41,35,30,47,20,28,48,43,43,42,27,21,24,25,40,38,31,29,29,33,35,33,27,28,25,35,29,33,31,28,34,38,38,31,38,31,31,20,48,0.43,0.50,0.64,0.75,0.14,0.32,0.50,0.96,0.75,0.79,0.29,0.54,0.21,0.43,0.57,0.75,0.54,0.36,0.96,0.00,0.29,1.00,0.82,0.82,0.79,0.25,0.04,0.14,0.18,0.71,0.64,0.39,0.32,0.32,0.46,0.54,0.46,0.25,0.29,0.18,0.54,0.32,0.46,0.39,0.29,0.50,0.64,0.64,0.39,0.64,0.39,0.39
P59,5,13,10,11,10,11,10,8,9,13,11,12,8,7,8,7,11,10,7,6,14,12,11,11,14,4,7,9,7,10,5,4,9,5,9,7,14,6,7,7,8,11,12,3,8,11,7,9,8,12,5,13,3,14,0.18,0.91,0.64,0.73,0.64,0.73,0.64,0.45,0.55,0.91,0.73,0.82,0.45,0.36,0.45,0.36,0.73,0.64,0.36,0.27,1.00,0.82,0.73,0.73,1.00,0.09,0.36,0.55,0.36,0.64,0.18,0.09,0.55,0.18,0.55,0.36,1.00,0.27,0.36,0.36,0.45,0.73,0.82,0.00,0.45,0.73,0.36,0.55,0.45,0.82,0.18,0.91
P60,37,41,46,27,51,28,38,40,37,34,34,26,39,33,32,37,45,34,47,40,41,41,46,24,41,18,24,34,32,40,23,32,32,29,34,34,25,23,19,19,28,29,28,31,42,21,35,25,37,29,32,21,18,51,0.58,0.70,0.85,0.27,1.00,0.30,0.61,0.67,0.58,0.48,0.48,0.24,0.64,0.45,0.42,0.58,0.82,0.48,0.88,0.67,0.70,0.70,0.85,0.18,0.70,0.00,0.18,0.48,0.42,0.67,0.15,0.42,0.42,0.33,0.48,0.48,0.21,0.15,0.03,0.03,0.30,0.33,0.30,0.39,0.73,0.09,0.52,0.21,0.58,0.33,0.42,0.09
P61,25,30,32,47,45,50,40,35,33,33,35,43,41,32,38,40,30,36,27,26,39,38,34,33,24,22,18,36,28,33,27,24,25,30,31,30,19,26,36,28,39,35,37,32,25,31,29,28,37,22,31,26,18,50,0.22,0.38,0.44,0.91,0.84,1.00,0.69,0.53,0.47,0.47,0.53,0.78,0.72,0.44,0.63,0.69,0.38,0.56,0.28,0.25,0.66,0.63,0.50,0.47,0.19,0.13,0.00,0.56,0.31,0.47,0.28,0.19,0.22,0.38,0.41,0.38,0.03,0.25,0.56,0.31,0.66,0.53,0.59,0.44,0.22,0.41,0.34,0.31,0.59,0.13,0.41,0.25
P62,12,27,18,22,19,19,25,19,8,15,15,18,15,22,18,16,19,21,18,14,20,15,15,10,22,13,11,20,20,12,10,9,8,12,24,23,11,12,18,8,19,18,18,13,19,13,12,9,20,20,10,10,8,27,0.21,1.00,0.53,0.74,0.58,0.58,0.89,0.58,0.00,0.37,0.37,0.53,0.37,0.74,0.53,0.42,0.58,0.68,0.53,0.32,0.63,0.37,0.37,0.11,0.74,0.26,0.16,0.63,0.63,0.21,0.11,0.05,0.00,0.21,0.84,0.79,0.16,0.21,0.53,0.00,0.58,0.53,0.53,0.26,0.58,0.26,0.21,0.05,0.63,0.63,0.11,0.11
P63,37,39,54,44,30,36,48,39,40,34,50,40,40,41,55,34,42,46,43,33,30,44,39,30,29,24,31,18,32,20,34,29,28,40,36,29,29,35,31,30,40,41,28,36,25,28,37,33,28,37,27,20,18,55,0.51,0.57,0.97,0.70,0.32,0.49,0.81,0.57,0.59,0.43,0.86,0.59,0.59,0.62,1.00,0.43,0.65,0.76,0.68,0.41,0.32,0.70,0.57,0.32,0.30,0.16,0.35,0.00,0.38,0.05,0.43,0.30,0.27,0.59,0.49,0.30,0.30,0.46,0.35,0.32,0.59,0.62,0.27,0.49,0.19,0.27,0.51,0.41,0.27,0.51,0.24,0.05
P64,34,37,29,42,31,36,36,43,29,30,48,34,38,33,28,45,41,33,52,38,29,33,43,34,33,23,25,28,25,23,32,25,36,36,27,25,22,28,24,27,35,30,24,31,31,31,20,33,27,24,30,18,18,52,0.47,0.56,0.32,0.71,0.38,0.53,0.53,0.74,0.32,0.35,0.88,0.47,0.59,0.44,0.29,0.79,0.68,0.44,1.00,0.59,0.32,0.44,0.74,0.47,0.44,0.15,0.21,0.29,0.21,0.15,0.41,0.21,0.53,0.53,0.26,0.21,0.12,0.29,0.18,0.26,0.50,0.35,0.18,0.38,0.38,0.38,0.06,0.44,0.26,0.18,0.35,0.00
P65,14,10,9,10,11,9,9,7,12,5,16,17,7,7,12,5,15,15,13,11,8,10,9,13,16,6,6,10,9,9,12,5,15,9,8,8,5,14,12,4,13,5,9,8,7,6,6,4,6,8,7,8,4,17,0.77,0.46,0.38,0.46,0.54,0.38,0.38,0.23,0.62,0.08,0.92,1.00,0.23,0.23,0.62,0.08,0.85,0.85,0.69,0.54,0.31,0.46,0.38,0.69,0.92,0.15,0.15,0.46,0.38,0.38,0.62,0.08,0.85,0.38,0.31,0.31,0.08,0.77,0.62,0.00,0.69,0.08,0.38,0.31,0.23,0.15,0.15,0.00,0.15,0.31,0.23,0.31
P66,35,41,45,34,50,40,41,39,36,45,48,27,35,34,44,27,48,48,34,31,49,35,36,42,30,31,26,47,44,34,19,19,19,31,29,40,48,33,36,29,40,34,39,33,44,30,23,27,31,28,31,23,19,50,0.52,0.71,0.84,0.48,1.00,0.68,0.71,0.65,0.55,0.84,0.94,0.26,0.52,0.48,0.81,0.26,0.94,0.94,0.48,0.39,0.97,0.52,0.55,0.74,0.35,0.39,0.23,0.90,0.81,0.48,0.00,0.00,0.00,0.39,0.32,0.68,0.94,0.45,0.55,0.32,0.68,0.48,0.65,0.45,0.81,0.35,0.13,0.26,0.39,0.29,0.39,0.13
P67,36,30,38,44,47,37,38,31,47,37,42,34,33,42,33,42,30,34,37,42,36,30,45,28,29,28,22,26,28,33,35,20,26,35,29,38,21,32,33,29,28,30,29,30,37,23,26,25,28,33,22,24,20,47,0.59,0.37,0.67,0.89,1.00,0.63,0.67,0.41,1.00,0.63,0.81,0.52,0.48,0.81,0.48,0.81,0.37,0.52,0.63,0.81,0.59,0.37,0.93,0.30,0.33,0.30,0.07,0.22,0.30,0.48,0.56,0.00,0.22,0.56,0.33,0.67,0.04,0.44,0.48,0.33,0.30,0.37,0.33,0.37,0.63,0.11,0.22,0.19,0.30,0.48,0.07,0.15
P68,14,11,9,9,5,19,3,8,10,19,7,8,6,16,10,10,12,5,13,7,5,11,7,7,11,14,2,11,8,7,6,7,9,8,8,5,9,12,12,4,8,7,5,4,7,6,7,4,8,8,8,6,2,19,0.71,0.53,0.41,0.41,0.18,1.00,0.06,0.35,0.47,1.00,0.29,0.35,0.24,0.82,0.47,0.47,0.59,0.18,0.65,0.29,0.18,0.53,0.29,0.29,0.53,0.71,0.00,0.53,0.35,0.29,0.24,0.29,0.41,0.35,0.35,0.18,0.41,0.59,0.59,0.12,0.35,0.29,0.18,0.12,0.29,0.24,0.29,0.12,0.35,0.35,0.35,0.24
P69,26,43,46,39,41,31,41,35,44,26,48,46,35,38,39,36,38,35,31,41,43,36,44,27,26,20,35,32,19,39,38,33,24,23,35,28,34,27,24,30,36,30,29,22,36,26,33,44,29,36,27,22,19,48,0.24,0.83,0.93,0.69,0.76,0.41,0.76,0.55,0.86,0.24,1.00,0.93,0.55,0.66,0.69,0.59,0.66,0.55,0.41,0.76,0.83,0.59,0.86,0.28,0.24,0.03,0.55,0.45,0.00,0.69,0.66,0.48,0.17,0.14,0.55,0.31,0.52,0.28,0.17,0.38,0.59,0.38,0.34,0.10,0.59,0.24,0.48,0.86,0.34,0.59,0.28,0.10
P70,31,39,50,31,37,30,37,44,35,33,26,32,41,35,35,47,43,45,41,40,29,22,36,25,32,18,22,21,27,30,35,33,32,24,18,35,33,30,24,23,36,27,31,39,38,21,32,33,34,24,22,30,18,50,0.41,0.66,1.00,0.41,0.59,0.38,0.59,0.81,0.53,0.47,0.25,0.44,0.72,0.53,0.53,0.91,0.78,0.84,0.72,0.69,0.34,0.13,0.56,0.22,0.44,0.00,0.13,0.09,0.28,0.38,0.53,0.47,0.44,0.19,0.00,0.53,0.47,0.38,0.19,0.16,0.56,0.28,0.41,0.66,0.63,0.09,0.44,0.47,0.50,0.19,0.13,0.38
P71,7,11,10,8,10,14,12,10,11,10,12,12,5,15,12,12,8,10,10,9,6,10,12,11,6,10,8,10,11,10,8,13,3,7,8,13,10,8,10,10,5,7,7,13,8,7,12,10,7,10,10,6,3,15,0.33,0.67,0.58,0.42,0.58,0.92,0.75,0.58,0.67,0.58,0.75,0.75,0.17,1.00,0.75,0.75,0.42,0.58,0.58,0.50,0.25,0.58,0.75,0.67,0.25,0.58,0.42,0.58,0.67,0.58,0.42,0.83,0.00,0.33,0.42,0.83,0.58,0.42,0.58,0.58,0.17,0.33,0.33,0.83,0.42,0.33,0.75,0.58,0.33,0.58,0.58,0.25
P72,26,34,39,41,39,38,52,40,28,34,43,32,36,45,43,39,48,36,55,44,45,50,37,41,27,25,21,34,33,33,40,18,30,28,26,28,37,34,27,38,29,37,30,29,39,28,22,36,25,40,31,23,18,55,0.22,0.43,0.57,0.62,0.57,0.54,0.92,0.59,0.27,0.43,0.68,0.38,0.49,0.73,0.68,0.57,0.81,0.49,1.00,0.70,0.73,0.86,0.51,0.62,0.24,0.19,0.08,0.43,0.41,0.41,0.59,0.00,0.32,0.27,0.22,0.27,0.51,0.43,0.24,0.54,0.30,0.51,0.32,0.30,0.57,0.27,0.11,0.49,0.19,0.59,0.35,0.14
P73,35,30,36,46,34,29,34,41,56,33,44,36,36,44,37,39,22,29,43,30,33,42,38,48,36,13,29,23,26,28,26,23,29,37,37,26,22,35,31,30,36,35,25,28,23,32,36,32,31,25,40,18,13,56,0.51,0.40,0.53,0.77,0.49,0.37,0.49,0.65,1.00,0.47,0.72,0.53,0.53,0.72,0.56,0.60,0.21,0.37,0.70,0.40,0.47,0.67,0.58,0.81,0.53,0.00,0.37,0.23,0.30,0.35,0.30,0.23,0.37,0.56,0.56,0.30,0.21,0.51,0.42,0.40,0.53,0.51,0.28,0.35,0.23,0.44,0.53,0.44,0.42,0.28,0.63,0.12
P74,8,9,6,15,4,12,4,9,10,11,10,15,15,17,10,11,9,6,19,11,9,8,10,11,6,8,8,7,11,8,4,4,6,6,7,7,8,9,8,7,10,6,7,4,12,12,8,4,11,9,13,10,4,19,0.27,0.33,0.13,0.73,0.00,0.53,0.00,0.33,0.40,0.47,0.40,0.73,0.73,0.87,0.40,0.47,0.33,0.13,1.00,0.47,0.33,0.27,0.40,0.47,0.13,0.27,0.27,0.20,0.47,0.27,0.00,0.00,0.13,0.13,0.20,0.20,0.27,0.33,0.27,0.20,0.40,0.13,0.20,0.00,0.53,0.53,0.27,0.00,0.47,0.33,0.60,0.40
P75,34,45,37,27,40,22,28,44,38,45,52,41,45,44,45,28,33,35,37,56,32,41,38,44,31,31,44,33,31,29,33,26,28,27,30,28,29,35,44,37,36,38,34,35,34,38,34,32,26,30,27,24,22,56,0.35,0.68,0.44,0.15,0.53,0.00,0.18,0.65,0.47,0.68,0.88,0.56,0.68,0.65,0.68,0.18,0.32,0.38,0.44,1.00,0.29,0.56,0.47,0.65,0.26,0.26,0.65,0.32,0.26,0.21,0.32,0.12,0.18,0.15,0.24,0.18,0.21,0.38,0.65,0.44,0.41,0.47,0.35,0.38,0.35,0.47,0.35,0.29,0.12,0.24,0.15,0.06
P76,27,34,43,45,28,35,26,34,38,45,26,49,51,41,34,38,41,38,40,34,47,32,32,38,32,18,20,32,26,35,29,25,27,35,20,28,35,24,26,34,40,31,28,31,17,38,34,28,21,28,30,15,15,51,0.33,0.53,0.78,0.83,0.36,0.56,0.31,0.53,0.64,0.83,0.31,0.94,1.00,0.72,0.53,0.64,0.72,0.64,0.69,0.53,0.89,0.47,0.47,0.64,0.47,0.08,0.14,0.47,0.31,0.56,0.39,0.28,0.33,0.56,0.14,0.36,0.56,0.25,0.31,0.53,0.69,0.44,0.36,0.44,0.06,0.64,0.53,0.36,0.17,0.36,0.42,0.00
P77,7,7,6,2,7,5,7,4,1,6,8,3,2,3,7,2,4,7,4,4,0,7,7,5,3,4,3,3,4,4,4,5,5,5,4,2,2,4,4,3,6,1,10,3,3,7,2,2,5,9,6,6,0,10,0.70,0.70,0.60,0.20,0.70,0.50,0.70,0.40,0.10,0.60,0.80,0.30,0.20,0.30,0.70,0.20,0.40,0.70,0.40,0.40,0.00,0.70,0.70,0.50,0.30,0.40,0.30,0.30,0.40,0.40,0.40,0.50,0.50,0.50,0.40,0.20,0.20,0.40,0.40,0.30,0.60,0.10,1.00,0.30,0.30,0.70,0.20,0.20,0.50,0.90,0.60,0.60
P78,39,40,31,39,44,34,31,32,47,36,44,34,31,39,32,44,44,43,40,43,37,34,43,27,35,25,38,27,26,21,26,23,29,33,29,21,36,24,26,24,24,32,30,26,28,38,25,18,22,26,21,20,18,47,0.72,0.76,0.45,0.72,0.90,0.55,0.45,0.48,1.00,0.62,0.90,0.55,0.45,0.72,0.48,0.90,0.90,0.86,0.76,0.86,0.66,0.55,0.86,0.31,0.59,0.24,0.69,0.31,0.28,0.10,0.28,0.17,0.38,0.52,0.38,0.10,0.62,0.21,0.28,0.21,0.21,0.48,0.41,0.28,0.34,0.69,0.24,0.00,0.14,0.28,0.10,0.07
P79,37,34,45,41,37,23,41,40,41,38,37,37,42,30,43,35,30,53,37,40,38,42,34,29,24,30,22,26,24,26,25,28,28,30,29,40,26,24,21,34,28,28,31,25,29,40,24,26,36,29,24,21,21,53,0.50,0.41,0.75,0.63,0.50,0.06,0.63,0.59,0.63,0.53,0.50,0.50,0.66,0.28,0.69,0.44,0.28,1.00,0.50,0.59,0.53,0.66,0.41,0.25,0.09,0.28,0.03,0.16,0.09,0.16,0.13,0.22,0.22,0.28,0.25,0.59,0.16,0.09,0.00,0.41,0.22,0.22,0.31,0.13,0.25,0.59,0.09,0.16,0.47,0.25,0.09,0.00
P80,38,29,32,40,29,36,47,24,36,31,39,35,40,37,51,46,21,36,47,30,35,34,31,29,42,28,17,17,32,29,33,20,27,29,19,22,32,35,29,22,26,23,26,26,25,34,23,35,28,22,20,24,17,51,0.62,0.35,0.44,0.68,0.35,0.56,0.88,0.21,0.56,0.41,0.65,0.53,0.68,0.59,1.00,0.85,0.12,0.56,0.88,0.38,0.53,0.50,0.41,0.35,0.74,0.32,0.00,0.00,0.44,0.35,0.47,0.09,0.29,0.35,0.06,0.15,0.44,0.53,0.35,0.15,0.26,0.18,0.26,0.26,0.24,0.50,0.18,0.53,0.32,0.15,0.09,0.21
P81,14,6,13,5,8,13,7,5,7,4,9,11,16,11,9,16,6,5,5,6,12,14,10,16,16,9,5,5,11,7,8,7,11,9,9,9,5,5,4,13,10,8,6,6,12,11,6,3,3,13,12,12,3,16,0.85,0.23,0.77,0.15,0.38,0.77,0.31,0.15,0.31,0.08,0.46,0.62,1.00,0.62,0.46,1.00,0.23,0.15,0.15,0.23,0.69,0.85,0.54,1.00,1.00,0.46,0.15,0.15,0.62,0.31,0.38,0.31,0.62,0.46,0.46,0.46,0.15,0.15,0.08,0.77,0.54,0.38,0.23,0.23,0.69,0.62,0.23,0.00,0.00,0.77,0.69,0.69
P82,10,12,17,13,14,8,7,10,4,7,8,16,6,8,5,6,6,16,8,6,5,5,10,7,12,5,7,6,9,6,9,8,8,8,7,7,12,7,6,6,12,8,7,7,7,7,10,12,15,7,8,7,4,17,0.46,0.62,1.00,0.69,0.77,0.31,0.23,0.46,0.00,0.23,0.31,0.92,0.15,0.31,0.08,0.15,0.15,0.92,0.31,0.15,0.08,0.08,0.46,0.23,0.62,0.08,0.23,0.15,0.38,0.15,0.38,0.31,0.31,0.31,0.23,0.23,0.62,0.23,0.15,0.15,0.62,0.31,0.23,0.23,0.23,0.23,0.46,0.62,0.85,0.23,0.31,0.23
